,State,County,Plant Name,Status,Nameplate Capacity (MW),Primary Energy Source,Initial Month of Operation,Initial Year of Operation
1072,IN,ST JOSEPH,University of Notre Dame,OP,9.4,BIT,3,2000
1073,MI,Delta,Escanaba,OP,11.5,BIT,5,1958
1074,MI,Delta,Escanaba,OP,11.5,BIT,5,1958
1075,TN,Davidson,Vanderbilt University Power Plant,OP,6.5,BIT,11,1988
1076,TN,Davidson,Vanderbilt University Power Plant,OP,4.5,BIT,6,1989
1077,VA,Fluvanna,Bremo Bluff,OP,69.0,BIT,6,1950
1078,VA,Fluvanna,Bremo Bluff,OP,185.2,BIT,8,1958
1079,VA,Chesterfield,Chesterfield,OP,112.5,BIT,12,1952
1080,VA,Chesterfield,Chesterfield,OP,187.5,BIT,6,1960
1081,VA,Chesterfield,Chesterfield,OP,359.0,BIT,8,1964
1082,VA,Chesterfield,Chesterfield,OP,693.9,BIT,12,1969
1083,VA,Chesapeake,Chesapeake,OP,185.2,BIT,6,1959
1084,VA,Chesapeake,Chesapeake,OP,112.5,BIT,6,1953
1085,VA,Chesapeake,Chesapeake,OP,112.5,BIT,12,1954
1086,VA,Chesapeake,Chesapeake,OP,239.3,BIT,5,1962
1087,VA,York,Yorktown,OP,187.5,BIT,7,1957
1088,VA,York,Yorktown,OP,187.5,BIT,1,1959
1089,WV,Grant,Mt Storm,OP,570.2,BIT,9,1965
1090,WV,Grant,Mt Storm,OP,570.2,BIT,7,1966
1091,WV,Grant,Mt Storm,OP,522.0,BIT,12,1973
1092,VA,Halifax,Clover,OP,424.0,BIT,10,1995
1093,VA,Halifax,Clover,OP,424.0,BIT,3,1996
1094,WV,Grant,North Branch,OS,80.0,WC,5,1992
1095,VA,Hopewell City,Hopewell Power Station,OP,71.1,BIT,7,1992
1096,VA,Campbell,Altavista Power Station,OP,71.1,BIT,2,1992
1097,VA,Southampton,Southampton Power Station,OP,71.1,BIT,3,1992
1098,VA,Mecklenburg,Mecklenburg Power Station,OP,69.9,BIT,11,1992
1099,VA,Mecklenburg,Mecklenburg Power Station,OP,69.9,BIT,11,1992
1100,MN,St Louis,Virginia,OS,4.0,SUB,8,1992
1101,MN,St Louis,Virginia,OP,7.5,SUB,8,1954
1102,MN,St Louis,Virginia,OP,18.7,SUB,8,1971
1103,OK,Choctaw,Hugo,OP,446.0,SUB,4,1982
1104,VA,Covington,Covington Facility,OP,10.5,BIT,1,1939
1105,VA,Covington,Covington Facility,OP,10.5,BIT,1,1946
1106,VA,Covington,Covington Facility,OP,10.5,BIT,1,1951
1107,VA,Covington,Covington Facility,OP,34.0,BIT,9,1989
1108,PA,Schuylkill,Wheelabrator Frackville Energy,OP,48.0,WC,9,1988
1109,MN,Kandiyohi,Willmar,OP,18.0,SUB,11,1970
1110,MI,Marquette,Presque Isle,OP,90.0,BIT,12,1974
1111,MI,Marquette,Presque Isle,OP,90.0,BIT,4,1975
1112,MI,Marquette,Presque Isle,OP,90.0,SUB,6,1978
1113,MI,Marquette,Presque Isle,OP,90.0,SUB,11,1978
1114,MI,Marquette,Presque Isle,OP,90.0,SUB,8,1979
1115,WI,Milwaukee,South Oak Creek,OP,275.0,SUB,12,1959
1116,WI,Milwaukee,South Oak Creek,OP,275.0,SUB,12,1961
1117,WI,Milwaukee,South Oak Creek,OP,317.6,SUB,3,1965
1118,WI,Milwaukee,South Oak Creek,OP,324.0,SUB,10,1967
1119,WI,Milwaukee,Valley,OP,136.0,BIT,6,1968
1120,WI,Milwaukee,Valley,OP,136.0,BIT,3,1969
1121,WI,Kenosha,Pleasant Prairie,OP,616.5,SUB,6,1980
1122,WI,Kenosha,Pleasant Prairie,OP,616.5,SUB,7,1985
1123,WI,Milwaukee,Milwaukee County,OP,11.0,BIT,3,1996
1124,WI,Milwaukee,Elm Road Generating Station,OP,701.3,BIT,2,2010
1125,WI,Milwaukee,Elm Road Generating Station,OP,615.0,BIT,1,2011
1126,WI,Sheboygan,Edgewater,SB,60.0,SUB,7,1951
1127,WI,Sheboygan,Edgewater,OP,330.0,SUB,12,1969
1128,WI,Sheboygan,Edgewater,OP,380.0,SUB,3,1985
1129,WI,Grant,Nelson Dewey,OP,100.0,SUB,12,1959
1130,WI,Grant,Nelson Dewey,OP,100.0,SUB,12,1962
1131,WI,Columbia,Columbia,OP,512.0,SUB,5,1975
1132,WI,Columbia,Columbia,OP,511.0,SUB,5,1978
1133,WI,Brown,Pulliam,OP,50.0,SUB,9,1949
1134,WI,Brown,Pulliam,OP,69.0,SUB,11,1951
1135,WI,Brown,Pulliam,OP,81.6,SUB,11,1958
1136,WI,Brown,Pulliam,OP,149.6,SUB,12,1964
1137,WI,Marathon,Weston,OP,60.0,SUB,12,1954
1138,WI,Marathon,Weston,OP,81.6,SUB,9,1960
1139,WI,Marathon,Weston,OP,350.5,SUB,12,1981
1140,WI,Marathon,Weston,OP,595.0,SUB,7,2008
1141,PA,Schuylkill,WPS Westwood Generation LLC,OP,36.0,WC,6,1987
1142,MI,Wayne,Wyandotte,OP,11.5,BIT,1,1948
1143,MI,Wayne,Wyandotte,OP,22.0,BIT,1,1958
1144,MI,Wayne,Wyandotte,OP,7.5,BIT,1,1969
1145,MI,Wayne,Wyandotte,OP,32.0,BIT,7,1986
1146,IA,Black Hawk,University of Northern Iowa,OP,7.5,BIT,11,1982
1147,FL,Putnam,Seminole,OP,714.6,BIT,2,1984
1148,FL,Putnam,Seminole,OP,714.6,BIT,1,1985
1149,UT,Carbon,Sunnyside Cogen Associates,OP,58.1,WC,2,1993
1150,PA,Snyder,Sunbury Generation LP,OP,89.1,BIT,11,1949
1151,PA,Snyder,Sunbury Generation LP,OP,89.1,BIT,9,1949
1152,PA,Snyder,Sunbury Generation LP,OP,103.5,BIT,4,1951
1153,PA,Snyder,Sunbury Generation LP,OP,156.2,BIT,8,1953
1154,KY,Lawrence,Big Sandy,OP,280.5,BIT,1,1963
1155,KY,Lawrence,Big Sandy,OP,816.3,BIT,10,1969
1156,NY,Tompkins,AES Cayuga,OP,155.3,BIT,9,1955
1157,NY,Tompkins,AES Cayuga,OP,167.2,BIT,9,1955
1158,NY,Niagara,AES Somerset LLC,OP,655.1,BIT,8,1984
1159,NY,Broome,AES Westover,OS,75.0,BIT,11,1951
1160,AK,Fairbanks North Star,Eielson AFB Central Heat & Power Plant,OP,2.5,SUB,10,1952
1161,AK,Fairbanks North Star,Eielson AFB Central Heat & Power Plant,OP,2.5,SUB,10,1952
1162,AK,Fairbanks North Star,Eielson AFB Central Heat & Power Plant,OP,5.0,SUB,8,1955
1163,AK,Fairbanks North Star,Eielson AFB Central Heat & Power Plant,OP,5.0,SUB,6,1969
1164,AK,Fairbanks North Star,Eielson AFB Central Heat & Power Plant,OP,10.0,SUB,10,1987
1165,VA,Montgomery,Radford Army Ammunition Plant,OP,6.0,BIT,1,1990
1166,VA,Montgomery,Radford Army Ammunition Plant,OP,6.0,BIT,1,1990
1167,VA,Montgomery,Radford Army Ammunition Plant,OP,6.0,BIT,1,1990
1168,VA,Montgomery,Radford Army Ammunition Plant,OP,6.0,BIT,1,1990
1169,KS,Douglas,Lawrence Energy Center,OP,49.0,SUB,1,1955
1170,KS,Douglas,Lawrence Energy Center,OP,114.0,SUB,3,1960
1171,KS,Douglas,Lawrence Energy Center,OP,403.0,SUB,5,1971
1172,KS,Shawnee,Tecumseh Energy Center,OP,82.0,SUB,8,1957
1173,KS,Shawnee,Tecumseh Energy Center,OP,150.0,SUB,4,1962
1174,KS,Pottawatomie,Jeffrey Energy Center,OP,720.0,SUB,7,1978
1175,KS,Pottawatomie,Jeffrey Energy Center,OP,720.0,SUB,5,1980
1176,KS,Pottawatomie,Jeffrey Energy Center,OP,720.0,SUB,5,1983
1177,MD,WASHINGTON,FirstEnergy R Paul Smith Power Station,OP,75.0,BIT,11,1958
1178,MD,WASHINGTON,FirstEnergy R Paul Smith Power Station,OP,34.5,BIT,10,1947
1179,PA,Armstrong,FirstEnergy Armstrong Power Station,OP,163.2,BIT,4,1958
1180,PA,Armstrong,FirstEnergy Armstrong Power Station,OP,163.2,BIT,6,1959
1181,PA,Greene,Hatfields Ferry Power Station,OP,576.0,BIT,11,1969
1182,PA,Greene,Hatfields Ferry Power Station,OP,576.0,BIT,10,1970
1183,PA,Greene,Hatfields Ferry Power Station,OP,576.0,BIT,12,1971
1184,PA,Washington,FirstEnergy Mitchell Power Station,OP,299.2,BIT,8,1963
1185,WV,Harrison,FirstEnergy Harrison Power Station,OP,684.0,BIT,12,1972
1186,WV,Harrison,FirstEnergy Harrison Power Station,OP,684.0,BIT,12,1973
1187,WV,Harrison,FirstEnergy Harrison Power Station,OP,684.0,BIT,12,1974
1188,WV,Pleasants,FirstEnergy Pleasants Power Station,OP,684.0,BIT,4,1979
1189,WV,Pleasants,FirstEnergy Pleasants Power Station,OP,684.0,BIT,12,1980
1190,NC,Haywood,Canton North Carolina,OP,7.5,BIT,1,1937
1191,NC,Haywood,Canton North Carolina,OP,7.5,BIT,1,1941
1192,NC,Haywood,Canton North Carolina,OP,7.5,BIT,1,1946
1193,NC,Haywood,Canton North Carolina,OP,7.5,BIT,1,1949
1194,NC,Haywood,Canton North Carolina,OP,10.0,BIT,1,1952
1195,NC,Haywood,Canton North Carolina,OP,12.5,BIT,6,1979
1196,ID,Canyon,Amalgamated Sugar LLC Nampa,OP,2.2,SUB,10,1948
1197,ID,Canyon,Amalgamated Sugar LLC Nampa,SB,0.5,SUB,10,1950
1198,ID,Canyon,Amalgamated Sugar LLC Nampa,OP,6.0,SUB,10,1968
1199,AZ,Pima,H Wilson Sundt Generating Station,OP,173.3,SUB,7,1967
1200,AZ,Apache,Springerville,OP,424.8,SUB,6,1985
1201,AZ,Apache,Springerville,OP,424.8,SUB,6,1990
1202,AZ,Apache,Springerville,OP,450.0,SUB,7,2006
1203,AZ,Apache,Springerville,OP,450.0,SUB,12,2009
1204,MI,Menominee,Menominee Acquisition,OS,1.5,BIT,6,1962
1205,MI,Menominee,Menominee Acquisition,OP,2.5,BIT,6,1950
1206,GA,Chatham,Imperial Savannah LP,OP,2.7,BIT,3,1948
1207,GA,Chatham,Imperial Savannah LP,OP,3.0,BIT,2,1959
1208,GA,Chatham,Imperial Savannah LP,OP,1.0,BIT,8,1946
1209,GA,Chatham,Imperial Savannah LP,OP,5.0,BIT,3,1985
1210,GA,Chatham,International Paper Savanna Mill,OP,71.2,BIT,6,1981
1211,NM,McKinley,Escalante,OP,257.0,SUB,12,1984
1212,CO,Montrose,Nucla,OP,11.5,BIT,11,1959
1213,CO,Montrose,Nucla,OP,11.5,BIT,11,1959
1214,CO,Montrose,Nucla,OP,11.5,BIT,11,1959
1215,CO,Montrose,Nucla,OP,79.3,BIT,1,1991
1216,CO,Moffat,Craig,OP,446.4,SUB,7,1980
1217,CO,Moffat,Craig,OP,446.4,SUB,11,1979
1218,CO,Moffat,Craig,OP,534.8,SUB,10,1984
1219,MO,Boone,MU Combined Heat and Power Plant,OP,6.2,BIT,7,1961
1220,MO,Boone,MU Combined Heat and Power Plant,OP,12.5,BIT,7,1974
1221,MO,Boone,MU Combined Heat and Power Plant,OP,19.8,BIT,8,1986
1222,MO,Boone,MU Combined Heat and Power Plant,OP,14.5,BIT,7,1988
1223,AL,Mobile,Mobile Energy Services LLC,OP,61.0,BIT,8,1985
1224,AL,Mobile,Mobile Energy Services LLC,OS,35.7,BIT,7,1985
1225,TX,Harrison,Norit Americas Marshall Plant,OP,2.0,LIG,3,2011
1226,MA,HAMPDEN,Indian Orchard Plant 1,OP,5.7,BIT,5,1985
1227,UT,Uintah,Bonanza,OP,499.5,BIT,5,1986
1228,IL,Pike,Pearl Station,OP,22.0,BIT,1,1967
1229,NE,HALL,Platte,OP,109.8,SUB,12,1982
1230,IL,Peoria,E D Edwards,OP,136.0,SUB,5,1960
1231,IL,Peoria,E D Edwards,OP,280.5,SUB,6,1968
1232,IL,Peoria,E D Edwards,OP,363.8,SUB,6,1972
1233,IL,Fulton,Duck Creek,OP,441.0,SUB,6,1976
1234,WI,Oneida,Rhinelander Mill,OP,9.3,BIT,7,1958
1235,UT,Salt Lake,KUCC,OP,50.0,BIT,1,1943
1236,UT,Salt Lake,KUCC,OP,25.0,BIT,1,1943
1237,UT,Salt Lake,KUCC,OP,25.0,BIT,1,1946
1238,UT,Salt Lake,KUCC,OP,82.0,BIT,1,1958
1239,PA,Northumberland,Foster Wheeler Mt Carmel Cogen,OP,47.3,WC,1,1990
1240,NV,Eureka,TS Power Plant,OP,242.0,SUB,6,2008
1241,PA,Blair,American Eagle Paper Mills,SB,2.5,BIT,1,1929
1242,PA,Blair,American Eagle Paper Mills,SB,4.5,BIT,1,1930
1243,PA,Blair,American Eagle Paper Mills,SB,3.0,BIT,1,1936
1244,PA,Blair,American Eagle Paper Mills,OP,7.5,BIT,1,1958
1245,MI,Alpena,Decorative Panels Intl,OP,7.5,BIT,11,1957
1246,CA,San Bernardino,Argus Cogen Plant,SB,7.5,BIT,12,1947
1247,CA,San Bernardino,Argus Cogen Plant,OP,27.5,BIT,7,1978
1248,CA,San Bernardino,Argus Cogen Plant,OP,27.5,BIT,7,1978
1249,SC,Kershaw,Camden South Carolina,OP,5.5,BIT,1,1952
1250,SC,Kershaw,Camden South Carolina,OS,5.5,BIT,1,1952
1251,SC,Kershaw,Camden South Carolina,OP,19.0,BIT,7,1993
1252,MA,Bristol,Brayton Point,OP,241.0,BIT,8,1963
1253,MA,Bristol,Brayton Point,OP,241.0,BIT,7,1964
1254,MA,Bristol,Brayton Point,OP,642.6,BIT,8,1969
1255,MA,Essex,Salem Harbor,OP,81.9,BIT,1,1952
1256,MA,Essex,Salem Harbor,OP,82.0,BIT,9,1952
1257,MA,Essex,Salem Harbor,OP,165.7,BIT,8,1958
1258,MI,Alger,Neenah Paper Munising Mill,OP,6.2,BIT,1,1930
1259,WV,Marshall,PPG Natrium Plant,OP,7.5,BIT,1,1943
1260,WV,Marshall,PPG Natrium Plant,SB,7.5,BIT,1,1943
1261,WV,Marshall,PPG Natrium Plant,OP,26.0,BIT,1,1954
1262,WV,Marshall,PPG Natrium Plant,OP,82.0,BIT,1,1966
1263,MD,Allegany,Luke Mill,OP,35.0,BIT,1,1958
1264,MD,Allegany,Luke Mill,OP,30.0,BIT,1,1979
1265,WI,Outagamie,Kaukauna Paper Mill,OP,12.0,BIT,1,1967
1266,ME,Oxford,Rumford Cogeneration,OP,102.6,BIT,1,1990
1267,MN,Crow Wing,Wausau Paper Mills LLC,OP,0.6,BIT,1,1959
1268,OH,Ross,P H Glatfelter Co -Chillicothe Facility,OP,27.2,BIT,7,1978
1269,PA,Beaver,G F Weaton Power Station,OP,60.0,SUB,8,1958
1270,PA,Beaver,G F Weaton Power Station,OP,60.0,SUB,5,1958
1271,PA,Indiana,Seward,OP,585.0,WC,11,2004
1272,TX,Limestone,Limestone,OP,910.4,LIG,12,1985
1273,TX,Limestone,Limestone,OP,956.8,LIG,12,1986
1274,TX,Fort Bend,W A Parish,OP,734.1,SUB,12,1977
1275,TX,Fort Bend,W A Parish,OP,734.1,SUB,12,1978
1276,TX,Fort Bend,W A Parish,OP,614.6,SUB,6,1980
1277,TX,Fort Bend,W A Parish,OP,654.0,SUB,12,1982
1278,MA,Hampden,Mount Tom,OP,136.0,BIT,11,1960
1279,KY,Boone,East Bend,OP,669.3,BIT,3,1981
1280,NC,Edgecombe,Edgecombe Genco LLC,OP,57.4,BIT,10,1990
1281,NC,Edgecombe,Edgecombe Genco LLC,OP,57.4,BIT,10,1990
1282,VA,City of Richmond,Spruance Genco LLC,OP,57.4,BIT,5,1992
1283,VA,City of Richmond,Spruance Genco LLC,OP,57.4,BIT,5,1992
1284,VA,City of Richmond,Spruance Genco LLC,OP,57.4,BIT,8,1992
1285,VA,City of Richmond,Spruance Genco LLC,OP,57.4,BIT,8,1992
1286,NJ,Cape May,B L England,OP,136.0,BIT,10,1962
1287,NJ,Cape May,B L England,OP,163.2,BIT,11,1964
1288,NC,Halifax,KapStone Kraft Paper Corp,OP,22.5,BIT,1,1966
1289,WV,Fayette,Alloy Steam Station,OS,40.0,BIT,7,1950
1290,NC,Halifax,Roanoke Valley Energy Facililty I,OP,182.3,BIT,3,1994
1291,NC,Halifax,Roanoke Valley Energy Facility II,OP,57.8,BIT,2,1995
1292,MI,Delta,Escanaba Paper Company,OP,27.2,BIT,1,1969
1293,MI,Delta,Escanaba Paper Company,OP,54.0,BIT,1,1982
1294,WI,Brown,Green Bay West Mill,OP,28.2,BIT,7,2005
1295,WI,Brown,Green Bay West Mill,OP,10.0,BIT,1,1954
1296,WI,Brown,Green Bay West Mill,OP,18.7,BIT,1,1963
1297,WI,Brown,Green Bay West Mill,OP,28.9,BIT,1,1969
1298,WI,Brown,Green Bay West Mill,OP,43.2,BIT,12,1985
1299,WV,Monongalia,Longview Power LLC,OP,807.5,BIT,12,2011
1300,LA,Calcasieu,R S Nelson,OP,614.6,SUB,5,1982
1301,WI,Wood,Biron Mill,OP,17.0,SUB,9,1964
1302,WI,Wood,Biron Mill,OP,7.5,SUB,9,1947
1303,WI,Wood,Biron Mill,OP,15.6,BIT,10,1957
1304,WI,Wood,Biron Mill,OP,21.5,SUB,2,1987
1305,WI,Portage,Whiting Mill,OP,4.1,SUB,7,1951
1306,WI,Marinette,Niagara Mill,OS,2.5,BIT,1,1940
1307,WI,Marinette,Niagara Mill,OS,9.3,BIT,1,1964
1308,AZ,NAVAJO,Catalyst Paper Snowflake Mill,OP,27.2,SUB,6,1961
1309,AZ,NAVAJO,Catalyst Paper Snowflake Mill,OP,43.3,SUB,12,1974
1310,TX,Rusk,Martin Lake,OP,793.2,LIG,5,1977
1311,TX,Rusk,Martin Lake,OP,793.2,LIG,5,1978
1312,TX,Rusk,Martin Lake,OP,793.2,LIG,4,1979
1313,TX,Titus,Monticello,OP,593.4,LIG,12,1974
1314,TX,Titus,Monticello,OP,593.4,LIG,12,1975
1315,TX,Titus,Monticello,OP,793.2,LIG,6,1995
1316,VA,MONTGOMERY,Virginia Tech Power Plant,OP,6.3,BIT,3,1976
1317,AR,Mississippi,Plum Point Energy Station,OP,720.0,SUB,9,2010
1318,MN,Benton,International Paper Sartell Mill,OP,20.4,BIT,6,1982
1319,CO,Fremont,W N Clark,OP,18.7,BIT,9,1955
1320,CO,Fremont,W N Clark,OP,25.0,BIT,1,1959
1321,MI,Ingham,Eckert Station,OP,44.0,SUB,6,1954
1322,MI,Ingham,Eckert Station,OP,44.0,SUB,6,1958
1323,MI,Ingham,Eckert Station,OP,47.0,SUB,6,1960
1324,MI,Ingham,Eckert Station,OP,80.0,SUB,12,1964
1325,MI,Ingham,Eckert Station,OP,80.0,SUB,6,1968
1326,MI,Ingham,Eckert Station,OP,80.0,SUB,8,1970
1327,MI,Eaton,Erickson Station,OP,154.7,SUB,2,1973
1328,SC,Aiken,US DOE Savannah River Site (D Area),OP,9.4,BIT,1,1952
1329,SC,Aiken,US DOE Savannah River Site (D Area),OP,9.4,BIT,1,1952
1330,SC,Aiken,US DOE Savannah River Site (D Area),OP,9.4,BIT,1,1952
1331,SC,Aiken,US DOE Savannah River Site (D Area),OP,12.5,BIT,1,1952
1332,SC,Aiken,US DOE Savannah River Site (D Area),OP,12.5,BIT,1,1952
1333,SC,Aiken,US DOE Savannah River Site (D Area),OP,12.5,BIT,1,1952
1334,SC,Aiken,US DOE Savannah River Site (D Area),OP,12.5,BIT,1,1952
1335,OH,Butler,Smart Papers LLC,OP,1.0,BIT,6,2009
1336,OH,Butler,Smart Papers LLC,SB,1.5,BIT,6,2009
1337,OH,Butler,Smart Papers LLC,OP,9.4,BIT,6,2009
1338,OH,Butler,Smart Papers LLC,OP,9.4,BIT,6,2009
1339,OH,Butler,Smart Papers LLC,OP,6.0,BIT,1,1924
1340,OH,Butler,Smart Papers LLC,SB,7.5,BIT,1,1930
1341,OH,Butler,Smart Papers LLC,OP,10.5,BIT,1,1930
1342,MO,Jackson,Sibley,OP,55.0,SUB,6,1960
1343,MO,Jackson,Sibley,OP,50.0,SUB,5,1962
1344,MO,Jackson,Sibley,OP,419.0,SUB,6,1969
1345,MO,Buchanan,Lake Road,OP,90.0,SUB,8,1966
1346,VA,PORTSMOUTH CITY,Portsmouth Genco LLC,OP,57.4,BIT,6,1988
1347,VA,PORTSMOUTH CITY,Portsmouth Genco LLC,OP,57.4,BIT,6,1988
1348,AK,Fairbanks North Star,Utility Plants Section,OP,5.0,SUB,1,1955
1349,AK,Fairbanks North Star,Utility Plants Section,OS,2.5,SUB,1,1945
1350,AK,Fairbanks North Star,Utility Plants Section,OP,5.0,SUB,1,1955
1351,AK,Fairbanks North Star,Utility Plants Section,OP,5.0,SUB,1,1955
1352,AK,Fairbanks North Star,Utility Plants Section,OP,5.0,SUB,1,1989
1353,MI,Oakland,DTE Pontiac North LLC,OS,28.9,BIT,10,1987
1354,TX,Goliad,Coleto Creek,OP,622.4,SUB,6,1980
1355,TX,Robertson,Twin Oaks Power One,OP,174.6,LIG,9,1990
1356,TX,Robertson,Twin Oaks Power One,OP,174.6,LIG,10,1991
1357,CA,San Joaquin,Port of Stockton Energy Facility,OS,54.0,BIT,12,1987
1358,FL,Duval,Cedar Bay Generating Company LP,OP,291.6,BIT,1,1994
1359,TX,Freestone,Big Brown,OP,593.4,LIG,12,1971
1360,TX,Freestone,Big Brown,OP,593.4,LIG,12,1972
1361,TX,Robertson,Oak Grove,OP,916.8,LIG,4,2010
1362,TX,Robertson,Oak Grove,OP,878.6,LIG,4,2011
1363,TX,Milam,Sandow No 5,OP,661.5,LIG,1,2010
1364,VA,Giles,Celanese Acetate LLC,OP,6.0,BIT,1,1942
1365,VA,Giles,Celanese Acetate LLC,OP,6.0,BIT,1,1942
1366,VA,Giles,Celanese Acetate LLC,OP,6.0,BIT,1,1944
1367,VA,Giles,Celanese Acetate LLC,OP,9.2,BIT,1,1966
1368,CA,San Bernardino,Colton Plant,OS,15.0,BIT,4,1985
1369,CA,San Bernardino,Colton Plant,OS,15.0,BIT,4,1985
1370,OH,Hamilton,East Campus Utility Plant,OP,1.3,BIT,11,2010
1371,MT,Richland,Sidney MT Plant,OP,2.0,LIG,9,1950
1372,MT,Richland,Sidney MT Plant,OP,2.0,LIG,9,1950
1373,WY,Sweetwater,FMC Westvaco,OP,3.5,SUB,6,1953
1374,WY,Sweetwater,FMC Westvaco,OP,3.5,SUB,6,1953
1375,WY,Sweetwater,FMC Westvaco,OP,4.0,SUB,6,1964
1376,WY,Sweetwater,FMC Westvaco,OP,10.0,SUB,6,1972
1377,WY,Sweetwater,FMC Westvaco,OP,10.0,SUB,6,1975
1378,WY,Sweetwater,FMC Westvaco,OP,10.0,SUB,6,1975
1379,CA,Imperial,Spreckels Sugar Company,OP,8.9,BIT,4,1948
1380,WV,Kanawha,Bayer CropScience Institute Plant,OP,6.3,BIT,5,1958
1381,WV,Kanawha,Bayer CropScience Institute Plant,OP,6.3,BIT,4,1961
1382,SC,Darlington,Sonoco Products Co,OP,10.0,BIT,2,1947
1383,SC,Darlington,Sonoco Products Co,OP,28.0,BIT,6,1957
1384,IL,Morgan,Jacksonville Developmental Center,OP,0.7,BIT,6,1945
1385,IL,Morgan,Jacksonville Developmental Center,OP,0.7,BIT,6,1945
1386,IL,Morgan,Jacksonville Developmental Center,OP,2.0,BIT,6,1945
1387,OH,Greene,Heat Plant 770,OP,1.2,BIT,4,2003
1388,OH,Greene,Heat Plant 770,OP,0.8,BIT,4,2003
1389,IL,Jackson,SIUC,OP,3.5,WC,6,1998
1390,MO,St Charles,Wentzville Assembly & Contiguous,OP,3.0,BIT,6,1981
1391,NE,Scotts Bluff,Scottsbluff,OP,5.0,SUB,9,1987
1392,WY,Goshen,Torrington,OP,2.0,SUB,10,1978
1393,GA,Dougherty,Albany Brewery,SB,6.0,BIT,11,1979
1394,OH,Butler,Wausau Paper Middletown,OP,7.5,BIT,4,1986
1395,MD,Charles,Goddard Steam Plant,OP,6.2,SUB,7,1957
1396,MD,Charles,Goddard Steam Plant,OP,6.2,SUB,7,1957
1397,MI,Huron,MSC Sebewaing,OP,1.5,BIT,10,1990
1398,MI,Huron,MSC Sebewaing,OP,1.0,BIT,10,1979
1399,MI,Sanilac,MSC Croswell,OP,1.3,BIT,10,1948
