,Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
692,Peru,Uranium - reasonably assured reserves,1997.0,Metric Tons,1800.0,
693,Peru,Uranium - reasonably assured reserves,1993.0,Metric Tons,1790.0,
694,Peru,Uranium - estimated additional reserves,2008.0,Metric Tons,1400.0,
695,Peru,Uranium - estimated additional reserves,2005.0,Metric Tons,1300.0,
696,Peru,Uranium - estimated additional reserves,2003.0,Metric Tons,1265.0,
697,Peru,Uranium - estimated additional reserves,1997.0,Metric Tons,1900.0,
698,Peru,Uranium - estimated additional reserves,1993.0,Metric Tons,1860.0,
699,Peru,Uranium - estimated additional reserves,1990.0,Metric Tons,1860.0,
700,Portugal,Uranium - production,2001.0,Metric Tons,4.0,
701,Portugal,Uranium - production,2000.0,Metric Tons,14.0,
702,Portugal,Uranium - production,1999.0,Metric Tons,10.0,
703,Portugal,Uranium - production,1998.0,Metric Tons,19.0,
704,Portugal,Uranium - production,1997.0,Metric Tons,17.0,
705,Portugal,Uranium - production,1996.0,Metric Tons,15.0,
706,Portugal,Uranium - production,1995.0,Metric Tons,18.0,
707,Portugal,Uranium - production,1994.0,Metric Tons,24.0,
708,Portugal,Uranium - production,1993.0,Metric Tons,32.0,
709,Portugal,Uranium - production,1992.0,Metric Tons,28.0,
710,Portugal,Uranium - production,1991.0,Metric Tons,28.0,
711,Portugal,Uranium - production,1990.0,Metric Tons,111.0,
712,Portugal,Uranium - reasonably assured reserves,2008.0,Metric Tons,6000.0,
713,Portugal,Uranium - reasonably assured reserves,2007.0,Metric Tons,6000.0,
714,Portugal,Uranium - reasonably assured reserves,2005.0,Metric Tons,7000.0,
715,Portugal,Uranium - reasonably assured reserves,1998.0,Metric Tons,7470.0,
716,Portugal,Uranium - reasonably assured reserves,1997.0,Metric Tons,8900.0,
717,Portugal,Uranium - reasonably assured reserves,1993.0,Metric Tons,8700.0,
718,Portugal,Uranium - reasonably assured reserves,1990.0,Metric Tons,1400.0,
719,Portugal,Uranium - estimated additional reserves,2008.0,Metric Tons,1000.0,
720,Portugal,Uranium - estimated additional reserves,2005.0,Metric Tons,1200.0,
721,Portugal,Uranium - estimated additional reserves,2003.0,Metric Tons,1450.0,
722,Portugal,Uranium - estimated additional reserves,1997.0,Metric Tons,1500.0,
723,Portugal,Uranium - estimated additional reserves,1993.0,Metric Tons,1450.0,
724,Portugal,Uranium - estimated additional reserves,1990.0,Metric Tons,1450.0,
725,Romania,Uranium - production,2010.0,Metric Tons,80.0,
726,Romania,Uranium - production,2009.0,Metric Tons,80.0,
727,Romania,Uranium - production,2008.0,Metric Tons,80.0,
728,Romania,Uranium - production,2007.0,Metric Tons,80.0,
729,Romania,Uranium - production,2006.0,Metric Tons,90.0,
730,Romania,Uranium - production,2005.0,Metric Tons,90.0,
731,Romania,Uranium - production,2004.0,Metric Tons,90.0,
732,Romania,Uranium - production,2003.0,Metric Tons,90.0,1.0
733,Romania,Uranium - production,2002.0,Metric Tons,90.0,
734,Romania,Uranium - production,2001.0,Metric Tons,85.0,1.0
735,Romania,Uranium - production,2000.0,Metric Tons,86.0,1.0
736,Romania,Uranium - production,1999.0,Metric Tons,89.0,
737,Romania,Uranium - production,1998.0,Metric Tons,132.0,
738,Romania,Uranium - production,1997.0,Metric Tons,107.0,
739,Romania,Uranium - production,1996.0,Metric Tons,105.0,
740,Romania,Uranium - production,1995.0,Metric Tons,120.0,
741,Romania,Uranium - production,1994.0,Metric Tons,120.0,
742,Romania,Uranium - production,1993.0,Metric Tons,120.0,
743,Romania,Uranium - production,1992.0,Metric Tons,120.0,
744,Romania,Uranium - production,1991.0,Metric Tons,160.0,
745,Romania,Uranium - production,1990.0,Metric Tons,210.0,
746,Romania,Uranium - reasonably assured reserves,2008.0,Metric Tons,3100.0,
747,Romania,Uranium - reasonably assured reserves,2007.0,Metric Tons,3100.0,
748,Romania,Uranium - reasonably assured reserves,2005.0,Metric Tons,3100.0,
749,Romania,Uranium - reasonably assured reserves,2003.0,Metric Tons,3325.0,
750,Romania,Uranium - reasonably assured reserves,1997.0,Metric Tons,6900.0,
751,Romania,Uranium - reasonably assured reserves,1993.0,Metric Tons,26000.0,
752,Romania,Uranium - estimated additional reserves,2008.0,Metric Tons,3600.0,
753,Romania,Uranium - estimated additional reserves,2005.0,Metric Tons,3608.0,
754,Romania,Uranium - estimated additional reserves,2003.0,Metric Tons,3608.0,
755,Romania,Uranium - estimated additional reserves,1997.0,Metric Tons,9000.0,
756,Russian Federation,Uranium - production,2010.0,Metric Tons,3562.0,
757,Russian Federation,Uranium - production,2009.0,Metric Tons,3565.0,
758,Russian Federation,Uranium - production,2008.0,Metric Tons,3521.0,
759,Russian Federation,Uranium - production,2007.0,Metric Tons,3413.0,
760,Russian Federation,Uranium - production,2006.0,Metric Tons,3190.0,
761,Russian Federation,Uranium - production,2005.0,Metric Tons,3285.0,
762,Russian Federation,Uranium - production,2004.0,Metric Tons,3290.0,
763,Russian Federation,Uranium - production,2003.0,Metric Tons,3073.0,
764,Russian Federation,Uranium - production,2002.0,Metric Tons,2850.0,
765,Russian Federation,Uranium - production,2001.0,Metric Tons,3090.0,
766,Russian Federation,Uranium - production,2000.0,Metric Tons,2760.0,
767,Russian Federation,Uranium - production,1999.0,Metric Tons,2610.0,
768,Russian Federation,Uranium - production,1998.0,Metric Tons,2530.0,
769,Russian Federation,Uranium - production,1997.0,Metric Tons,2580.0,
770,Russian Federation,Uranium - production,1996.0,Metric Tons,2605.0,
771,Russian Federation,Uranium - production,1995.0,Metric Tons,2160.0,
772,Russian Federation,Uranium - production,1994.0,Metric Tons,2541.0,
773,Russian Federation,Uranium - production,1993.0,Metric Tons,2697.0,
774,Russian Federation,Uranium - production,1992.0,Metric Tons,2640.0,
775,Russian Federation,Uranium - reasonably assured reserves,2008.0,Metric Tons,181400.0,
776,Russian Federation,Uranium - reasonably assured reserves,2007.0,Metric Tons,172400.0,
777,Russian Federation,Uranium - reasonably assured reserves,2005.0,Metric Tons,131700.0,
778,Russian Federation,Uranium - reasonably assured reserves,2003.0,Metric Tons,143020.0,
779,Russian Federation,Uranium - reasonably assured reserves,1997.0,Metric Tons,145000.0,
780,Russian Federation,Uranium - reasonably assured reserves,1993.0,Metric Tons,299700.0,
781,Russian Federation,Uranium - estimated additional reserves,2008.0,Metric Tons,384900.0,
782,Russian Federation,Uranium - estimated additional reserves,2005.0,Metric Tons,40700.0,
783,Russian Federation,Uranium - estimated additional reserves,2003.0,Metric Tons,121220.0,
784,Russian Federation,Uranium - estimated additional reserves,1997.0,Metric Tons,36500.0,
785,Slovakia,Uranium - reasonably assured reserves,2008.0,Metric Tons,5100.0,
786,Slovakia,Uranium - reasonably assured reserves,1993.0,Metric Tons,1800.0,
787,Slovakia,Uranium - estimated additional reserves,2008.0,Metric Tons,5200.0,
788,Slovenia,Uranium - production,1999.0,Metric Tons,0.0,
789,Slovenia,Uranium - production,1998.0,Metric Tons,0.0,
790,Slovenia,Uranium - production,1997.0,Metric Tons,0.0,
791,Slovenia,Uranium - production,1996.0,Metric Tons,0.0,
792,Slovenia,Uranium - production,1995.0,Metric Tons,0.0,
793,Slovenia,Uranium - production,1994.0,Metric Tons,0.0,
794,Slovenia,Uranium - production,1993.0,Metric Tons,0.0,
795,Slovenia,Uranium - production,1992.0,Metric Tons,2.0,
796,Slovenia,Uranium - reasonably assured reserves,2008.0,Metric Tons,1700.0,
797,Slovenia,Uranium - reasonably assured reserves,2007.0,Metric Tons,1000.0,
798,Slovenia,Uranium - reasonably assured reserves,2005.0,Metric Tons,1200.0,
799,Slovenia,Uranium - estimated additional reserves,2008.0,Metric Tons,7500.0,
800,Slovenia,Uranium - estimated additional reserves,2005.0,Metric Tons,5500.0,
801,Slovenia,Uranium - estimated additional reserves,2003.0,Metric Tons,10000.0,
802,Slovenia,Uranium - estimated additional reserves,1997.0,Metric Tons,10000.0,
803,Slovenia,Uranium - estimated additional reserves,1993.0,Metric Tons,5000.0,
804,Somalia,Uranium - reasonably assured reserves,2008.0,Metric Tons,5000.0,
805,Somalia,Uranium - reasonably assured reserves,2007.0,Metric Tons,5000.0,
806,Somalia,Uranium - reasonably assured reserves,2006.0,Metric Tons,4900.0,
807,Somalia,Uranium - reasonably assured reserves,2005.0,Metric Tons,4900.0,
808,Somalia,Uranium - reasonably assured reserves,2003.0,Metric Tons,4950.0,
809,Somalia,Uranium - reasonably assured reserves,2002.0,Metric Tons,6600.0,
810,Somalia,Uranium - reasonably assured reserves,2001.0,Metric Tons,6600.0,
811,Somalia,Uranium - reasonably assured reserves,2000.0,Metric Tons,6600.0,
812,Somalia,Uranium - reasonably assured reserves,1999.0,Metric Tons,6600.0,
813,Somalia,Uranium - reasonably assured reserves,1998.0,Metric Tons,6600.0,
814,Somalia,Uranium - reasonably assured reserves,1997.0,Metric Tons,6600.0,
815,Somalia,Uranium - reasonably assured reserves,1993.0,Metric Tons,6600.0,
816,Somalia,Uranium - reasonably assured reserves,1990.0,Metric Tons,6600.0,
817,Somalia,Uranium - estimated additional reserves,2008.0,Metric Tons,2600.0,
818,Somalia,Uranium - estimated additional reserves,2006.0,Metric Tons,2500.0,
819,Somalia,Uranium - estimated additional reserves,2005.0,Metric Tons,2500.0,
820,Somalia,Uranium - estimated additional reserves,2003.0,Metric Tons,2550.0,
821,Somalia,Uranium - estimated additional reserves,2002.0,Metric Tons,3400.0,
822,Somalia,Uranium - estimated additional reserves,2001.0,Metric Tons,3400.0,
823,Somalia,Uranium - estimated additional reserves,2000.0,Metric Tons,3400.0,
824,Somalia,Uranium - estimated additional reserves,1999.0,Metric Tons,3400.0,
825,Somalia,Uranium - estimated additional reserves,1998.0,Metric Tons,3400.0,
826,Somalia,Uranium - estimated additional reserves,1997.0,Metric Tons,3400.0,
827,Somalia,Uranium - estimated additional reserves,1993.0,Metric Tons,3400.0,
828,Somalia,Uranium - estimated additional reserves,1990.0,Metric Tons,3400.0,
829,South Africa,Uranium - production,2010.0,Metric Tons,582.0,
830,South Africa,Uranium - production,2009.0,Metric Tons,563.0,
831,South Africa,Uranium - production,2008.0,Metric Tons,566.0,
832,South Africa,Uranium - production,2007.0,Metric Tons,540.0,
833,South Africa,Uranium - production,2006.0,Metric Tons,534.0,
834,South Africa,Uranium - production,2005.0,Metric Tons,673.0,
835,South Africa,Uranium - production,2004.0,Metric Tons,747.0,
836,South Africa,Uranium - production,2003.0,Metric Tons,763.0,
837,South Africa,Uranium - production,2002.0,Metric Tons,828.0,
838,South Africa,Uranium - production,2001.0,Metric Tons,878.0,
839,South Africa,Uranium - production,2000.0,Metric Tons,798.0,
840,South Africa,Uranium - production,1999.0,Metric Tons,927.0,
841,South Africa,Uranium - production,1998.0,Metric Tons,965.0,
842,South Africa,Uranium - production,1997.0,Metric Tons,1110.0,
843,South Africa,Uranium - production,1996.0,Metric Tons,1436.0,
844,South Africa,Uranium - production,1995.0,Metric Tons,1421.0,
845,South Africa,Uranium - production,1994.0,Metric Tons,1671.0,
846,South Africa,Uranium - production,1993.0,Metric Tons,1669.0,
847,South Africa,Uranium - production,1992.0,Metric Tons,1669.0,
848,South Africa,Uranium - production,1991.0,Metric Tons,1712.0,
849,South Africa,Uranium - production,1990.0,Metric Tons,2460.0,
850,South Africa,Uranium - reasonably assured reserves,2008.0,Metric Tons,195200.0,
851,South Africa,Uranium - reasonably assured reserves,2007.0,Metric Tons,284400.0,
852,South Africa,Uranium - reasonably assured reserves,2005.0,Metric Tons,255600.0,
853,South Africa,Uranium - reasonably assured reserves,2003.0,Metric Tons,315330.0,
854,South Africa,Uranium - reasonably assured reserves,1997.0,Metric Tons,269800.0,
855,South Africa,Uranium - reasonably assured reserves,1993.0,Metric Tons,337460.0,
856,South Africa,Uranium - reasonably assured reserves,1990.0,Metric Tons,112800.0,
857,South Africa,Uranium - estimated additional reserves,2008.0,Metric Tons,100400.0,
858,South Africa,Uranium - estimated additional reserves,2005.0,Metric Tons,85000.0,
859,South Africa,Uranium - estimated additional reserves,2003.0,Metric Tons,80340.0,
860,South Africa,Uranium - estimated additional reserves,1997.0,Metric Tons,71000.0,
861,South Africa,Uranium - estimated additional reserves,1993.0,Metric Tons,54200.0,
862,South Africa,Uranium - estimated additional reserves,1990.0,Metric Tons,82600.0,
863,Spain,Uranium - production,2002.0,Metric Tons,37.0,
864,Spain,Uranium - production,2001.0,Metric Tons,30.0,
865,Spain,Uranium - production,2000.0,Metric Tons,255.0,
866,Spain,Uranium - production,1999.0,Metric Tons,255.0,
867,Spain,Uranium - production,1998.0,Metric Tons,255.0,
868,Spain,Uranium - production,1997.0,Metric Tons,255.0,
869,Spain,Uranium - production,1996.0,Metric Tons,255.0,
870,Spain,Uranium - production,1995.0,Metric Tons,255.0,
871,Spain,Uranium - production,1994.0,Metric Tons,256.0,
872,Spain,Uranium - production,1993.0,Metric Tons,184.0,
873,Spain,Uranium - production,1992.0,Metric Tons,187.0,
874,Spain,Uranium - production,1991.0,Metric Tons,196.0,
875,Spain,Uranium - production,1990.0,Metric Tons,213.0,
876,Spain,Uranium - reasonably assured reserves,2008.0,Metric Tons,4900.0,
877,Spain,Uranium - reasonably assured reserves,2007.0,Metric Tons,4900.0,
878,Spain,Uranium - reasonably assured reserves,2005.0,Metric Tons,4900.0,
879,Spain,Uranium - reasonably assured reserves,2003.0,Metric Tons,4925.0,
880,Spain,Uranium - reasonably assured reserves,1997.0,Metric Tons,12200.0,
881,Spain,Uranium - reasonably assured reserves,1993.0,Metric Tons,41300.0,
882,Spain,Uranium - reasonably assured reserves,1990.0,Metric Tons,21150.0,
883,Spain,Uranium - estimated additional reserves,2008.0,Metric Tons,6400.0,
884,Spain,Uranium - estimated additional reserves,2005.0,Metric Tons,6400.0,
885,Spain,Uranium - estimated additional reserves,2003.0,Metric Tons,6380.0,
886,Spain,Uranium - estimated additional reserves,1997.0,Metric Tons,8200.0,
887,Spain,Uranium - estimated additional reserves,1993.0,Metric Tons,4200.0,
888,Spain,Uranium - estimated additional reserves,1990.0,Metric Tons,9000.0,
889,Sweden,Uranium - production,1990.0,Metric Tons,0.0,
890,Sweden,Uranium - reasonably assured reserves,2008.0,Metric Tons,4000.0,
891,Sweden,Uranium - reasonably assured reserves,2007.0,Metric Tons,4000.0,
892,Sweden,Uranium - reasonably assured reserves,2003.0,Metric Tons,4000.0,
893,Sweden,Uranium - reasonably assured reserves,1997.0,Metric Tons,4000.0,
894,Sweden,Uranium - reasonably assured reserves,1993.0,Metric Tons,4000.0,
895,Sweden,Uranium - reasonably assured reserves,1990.0,Metric Tons,2000.0,
896,Sweden,Uranium - estimated additional reserves,2008.0,Metric Tons,6000.0,
897,Sweden,Uranium - estimated additional reserves,2005.0,Metric Tons,6000.0,
898,Sweden,Uranium - estimated additional reserves,2003.0,Metric Tons,6000.0,
899,Sweden,Uranium - estimated additional reserves,1997.0,Metric Tons,6300.0,
900,Sweden,Uranium - estimated additional reserves,1993.0,Metric Tons,6300.0,
901,Sweden,Uranium - estimated additional reserves,1990.0,Metric Tons,6300.0,
902,Thailand,Uranium - reasonably assured reserves,2003.0,Metric Tons,5.0,
903,Thailand,Uranium - estimated additional reserves,2003.0,Metric Tons,5.0,
904,Turkey,Uranium - reasonably assured reserves,2008.0,Metric Tons,7300.0,
905,Turkey,Uranium - reasonably assured reserves,2007.0,Metric Tons,7300.0,
906,Turkey,Uranium - reasonably assured reserves,2005.0,Metric Tons,7400.0,
907,Turkey,Uranium - reasonably assured reserves,2003.0,Metric Tons,6845.0,
908,Turkey,Uranium - reasonably assured reserves,1997.0,Metric Tons,9100.0,
909,Turkey,Uranium - reasonably assured reserves,1993.0,Metric Tons,9130.0,
910,Turkey,Uranium - reasonably assured reserves,1990.0,Metric Tons,9130.0,
911,Ukraine,Uranium - production,2010.0,Metric Tons,837.0,
912,Ukraine,Uranium - production,2009.0,Metric Tons,815.0,
913,Ukraine,Uranium - production,2008.0,Metric Tons,830.0,
914,Ukraine,Uranium - production,2007.0,Metric Tons,800.0,
915,Ukraine,Uranium - production,2006.0,Metric Tons,810.0,
916,Ukraine,Uranium - production,2005.0,Metric Tons,830.0,
917,Ukraine,Uranium - production,2004.0,Metric Tons,855.0,
918,Ukraine,Uranium - production,2003.0,Metric Tons,800.0,1.0
919,Ukraine,Uranium - production,2002.0,Metric Tons,800.0,1.0
920,Ukraine,Uranium - production,2001.0,Metric Tons,750.0,1.0
921,Ukraine,Uranium - production,2000.0,Metric Tons,1005.0,1.0
922,Ukraine,Uranium - production,1999.0,Metric Tons,1000.0,
923,Ukraine,Uranium - production,1998.0,Metric Tons,1000.0,
924,Ukraine,Uranium - production,1997.0,Metric Tons,1000.0,
925,Ukraine,Uranium - production,1996.0,Metric Tons,1000.0,
926,Ukraine,Uranium - production,1995.0,Metric Tons,1000.0,
927,Ukraine,Uranium - production,1994.0,Metric Tons,1000.0,
928,Ukraine,Uranium - production,1993.0,Metric Tons,1000.0,
929,Ukraine,Uranium - production,1992.0,Metric Tons,1000.0,
930,Ukraine,Uranium - reasonably assured reserves,2008.0,Metric Tons,142400.0,
931,Ukraine,Uranium - reasonably assured reserves,2007.0,Metric Tons,135000.0,
932,Ukraine,Uranium - reasonably assured reserves,2005.0,Metric Tons,66700.0,
933,Ukraine,Uranium - reasonably assured reserves,2003.0,Metric Tons,64660.0,
934,Ukraine,Uranium - reasonably assured reserves,1997.0,Metric Tons,84000.0,
935,Ukraine,Uranium - reasonably assured reserves,1993.0,Metric Tons,148900.0,
936,Ukraine,Uranium - estimated additional reserves,2008.0,Metric Tons,81200.0,
937,Ukraine,Uranium - estimated additional reserves,2005.0,Metric Tons,23100.0,
938,Ukraine,Uranium - estimated additional reserves,2003.0,Metric Tons,11410.0,
939,Ukraine,Uranium - estimated additional reserves,1997.0,Metric Tons,47000.0,
940,United Rep. of Tanzania,Uranium - reasonably assured reserves,2008.0,Metric Tons,8900.0,
941,United Rep. of Tanzania,Uranium - estimated additional reserves,2008.0,Metric Tons,19500.0,
942,United States,Uranium - production,2010.0,Metric Tons,1630.0,
943,United States,Uranium - production,2009.0,Metric Tons,1594.0,
944,United States,Uranium - production,2008.0,Metric Tons,1492.0,
945,United States,Uranium - production,2007.0,Metric Tons,1747.0,
946,United States,Uranium - production,2006.0,Metric Tons,1805.0,
947,United States,Uranium - production,2005.0,Metric Tons,1171.0,
948,United States,Uranium - production,2004.0,Metric Tons,943.0,
949,United States,Uranium - production,2003.0,Metric Tons,769.0,
950,United States,Uranium - production,2002.0,Metric Tons,902.0,
951,United States,Uranium - production,2001.0,Metric Tons,1015.0,
952,United States,Uranium - production,2000.0,Metric Tons,1522.0,
953,United States,Uranium - production,1999.0,Metric Tons,1773.0,
954,United States,Uranium - production,1998.0,Metric Tons,1810.0,
955,United States,Uranium - production,1997.0,Metric Tons,2170.0,
956,United States,Uranium - production,1996.0,Metric Tons,2432.0,
957,United States,Uranium - production,1995.0,Metric Tons,2324.0,
958,United States,Uranium - production,1994.0,Metric Tons,1289.0,
959,United States,Uranium - production,1993.0,Metric Tons,1180.0,
960,United States,Uranium - production,1992.0,Metric Tons,2170.0,
961,United States,Uranium - production,1991.0,Metric Tons,3060.0,
962,United States,Uranium - production,1990.0,Metric Tons,3420.0,
963,United States,Uranium - reasonably assured reserves,2008.0,Metric Tons,472100.0,
964,United States,Uranium - reasonably assured reserves,2007.0,Metric Tons,339000.0,
965,United States,Uranium - reasonably assured reserves,2005.0,Metric Tons,342000.0,
966,United States,Uranium - reasonably assured reserves,2003.0,Metric Tons,345000.0,
967,United States,Uranium - reasonably assured reserves,1997.0,Metric Tons,361000.0,
968,United States,Uranium - reasonably assured reserves,1993.0,Metric Tons,366000.0,
969,United States,Uranium - reasonably assured reserves,1990.0,Metric Tons,254200.0,
970,USSR (former),Uranium - reasonably assured reserves,1990.0,Metric Tons,220600.0,
971,Uzbekistan,Uranium - production,2010.0,Metric Tons,2874.0,
972,Uzbekistan,Uranium - production,2009.0,Metric Tons,2657.0,
973,Uzbekistan,Uranium - production,2008.0,Metric Tons,2283.0,
974,Uzbekistan,Uranium - production,2007.0,Metric Tons,2270.0,
975,Uzbekistan,Uranium - production,2006.0,Metric Tons,2260.0,
976,Uzbekistan,Uranium - production,2005.0,Metric Tons,2300.0,
977,Uzbekistan,Uranium - production,2004.0,Metric Tons,2087.0,
978,Uzbekistan,Uranium - production,2003.0,Metric Tons,1603.0,
979,Uzbekistan,Uranium - production,2002.0,Metric Tons,1859.0,
980,Uzbekistan,Uranium - production,2001.0,Metric Tons,1945.0,
981,Uzbekistan,Uranium - production,2000.0,Metric Tons,2028.0,
982,Uzbekistan,Uranium - production,1999.0,Metric Tons,2159.0,
983,Uzbekistan,Uranium - production,1998.0,Metric Tons,1926.0,
984,Uzbekistan,Uranium - production,1997.0,Metric Tons,1764.0,
985,Uzbekistan,Uranium - production,1996.0,Metric Tons,1459.0,
986,Uzbekistan,Uranium - production,1995.0,Metric Tons,1644.0,
987,Uzbekistan,Uranium - production,1994.0,Metric Tons,2015.0,
988,Uzbekistan,Uranium - production,1993.0,Metric Tons,2600.0,
989,Uzbekistan,Uranium - production,1992.0,Metric Tons,2680.0,
990,Uzbekistan,Uranium - reasonably assured reserves,2008.0,Metric Tons,76000.0,
991,Uzbekistan,Uranium - reasonably assured reserves,2007.0,Metric Tons,72400.0,
992,Uzbekistan,Uranium - reasonably assured reserves,2005.0,Metric Tons,76900.0,
993,Uzbekistan,Uranium - reasonably assured reserves,2003.0,Metric Tons,79620.0,
994,Uzbekistan,Uranium - reasonably assured reserves,1997.0,Metric Tons,83700.0,
995,Uzbekistan,Uranium - reasonably assured reserves,1993.0,Metric Tons,230000.0,
996,Uzbekistan,Uranium - estimated additional reserves,2008.0,Metric Tons,38600.0,
997,Uzbekistan,Uranium - estimated additional reserves,2005.0,Metric Tons,38600.0,
998,Uzbekistan,Uranium - estimated additional reserves,2003.0,Metric Tons,38840.0,
999,Uzbekistan,Uranium - estimated additional reserves,1997.0,Metric Tons,46500.0,
1000,Viet Nam,Uranium - reasonably assured reserves,2008.0,Metric Tons,1000.0,
1001,Viet Nam,Uranium - reasonably assured reserves,2007.0,Metric Tons,1000.0,
1002,Viet Nam,Uranium - reasonably assured reserves,2005.0,Metric Tons,1000.0,
1003,Viet Nam,Uranium - reasonably assured reserves,2003.0,Metric Tons,1005.0,
1004,Viet Nam,Uranium - reasonably assured reserves,2002.0,Metric Tons,1300.0,
1005,Viet Nam,Uranium - reasonably assured reserves,2001.0,Metric Tons,1300.0,
1006,Viet Nam,Uranium - reasonably assured reserves,2000.0,Metric Tons,1300.0,
1007,Viet Nam,Uranium - reasonably assured reserves,1999.0,Metric Tons,1300.0,
1008,Viet Nam,Uranium - reasonably assured reserves,1998.0,Metric Tons,1300.0,
1009,Viet Nam,Uranium - reasonably assured reserves,1997.0,Metric Tons,1300.0,
1010,Viet Nam,Uranium - estimated additional reserves,2008.0,Metric Tons,5400.0,
1011,Viet Nam,Uranium - estimated additional reserves,2005.0,Metric Tons,5435.0,
1012,Viet Nam,Uranium - estimated additional reserves,2003.0,Metric Tons,5435.0,
1013,Viet Nam,Uranium - estimated additional reserves,2002.0,Metric Tons,6700.0,
1014,Viet Nam,Uranium - estimated additional reserves,2001.0,Metric Tons,6700.0,
1015,Viet Nam,Uranium - estimated additional reserves,2000.0,Metric Tons,6700.0,
1016,Viet Nam,Uranium - estimated additional reserves,1999.0,Metric Tons,6700.0,
1017,Viet Nam,Uranium - estimated additional reserves,1998.0,Metric Tons,6700.0,
1018,Viet Nam,Uranium - estimated additional reserves,1997.0,Metric Tons,6700.0,
1019,Viet Nam,Uranium - estimated additional reserves,1993.0,Metric Tons,6700.0,
1020,Viet Nam,Uranium - estimated additional reserves,1990.0,Metric Tons,200.0,
1021,"Yugoslavia, SFR",Uranium - production,1991.0,Metric Tons,2.0,
1022,"Yugoslavia, SFR",Uranium - production,1990.0,Metric Tons,53.0,
1023,"Yugoslavia, SFR",Uranium - reasonably assured reserves,1990.0,Metric Tons,900.0,
1024,"Yugoslavia, SFR",Uranium - estimated additional reserves,1990.0,Metric Tons,5000.0,
1025,Zimbabwe,Uranium - reasonably assured reserves,2008.0,Metric Tons,1400.0,
1026,Zimbabwe,Uranium - reasonably assured reserves,2007.0,Metric Tons,1400.0,
1027,Zimbabwe,Uranium - reasonably assured reserves,2003.0,Metric Tons,1350.0,
1028,Zimbabwe,Uranium - reasonably assured reserves,1997.0,Metric Tons,1800.0,
1029,Zimbabwe,Uranium - reasonably assured reserves,1993.0,Metric Tons,1800.0,
